,android_avg_rating,android_total_ratings,android_ratings_1,android_ratings_2,android_ratings_3,android_ratings_4,android_ratings_5,ios_current_ratings,ios_all_ratings
2016-07-23 04:20:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 04:30:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 04:40:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 04:50:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:00:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:10:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:20:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:30:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:40:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 05:50:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:00:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:10:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:20:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:30:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:40:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 06:50:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:00:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:10:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:20:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:30:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:40:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 07:50:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 08:00:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 08:10:00,3.9,1439453,221012,78908,132915,189026,817592,10465.0,111850
2016-07-23 08:20:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 08:30:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 08:40:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 08:50:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:00:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:10:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:20:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:30:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:40:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 09:50:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:00:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:10:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:20:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:30:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:40:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 10:50:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 11:00:00,3.9,1449823,222426,79445,133916,190556,823480,10465.0,111850
2016-07-23 11:10:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 11:20:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 11:30:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 11:40:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 11:50:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 12:00:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 12:10:00,3.9,1449823,222426,79445,133916,190556,823480,10792.0,112152
2016-07-23 12:20:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 12:30:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 12:40:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 12:50:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:00:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:10:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:20:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:30:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:40:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 13:50:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:00:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:10:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:20:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:30:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:40:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 14:50:00,3.9,1460698,223850,79964,134894,192088,829902,10792.0,112152
2016-07-23 15:00:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 15:10:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 15:20:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 15:30:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 15:40:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 15:50:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 16:00:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 16:10:00,3.9,1460698,223850,79964,134894,192088,829902,11183.0,112504
2016-07-23 16:20:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 16:30:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 16:40:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 16:50:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:00:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:10:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:20:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:30:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:40:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 17:50:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:00:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:10:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:20:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:30:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:40:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 18:50:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 19:00:00,3.9,1470898,225072,80338,135795,193563,836130,11183.0,112504
2016-07-23 19:10:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 19:20:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 19:30:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 19:40:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 19:50:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 20:00:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 20:10:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 20:20:00,3.9,1470898,225072,80338,135795,193563,836130,11566.0,112856
2016-07-23 20:30:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 20:40:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 20:50:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:00:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:10:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:20:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:30:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:40:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 21:50:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:00:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:10:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:20:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:30:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:40:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 22:50:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 23:00:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,112856
2016-07-23 23:10:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,113230
2016-07-23 23:20:00,3.9,1478893,225894,80634,136578,194810,840977,11566.0,113230
2016-07-23 23:30:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-23 23:40:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-23 23:50:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-24 00:00:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-24 00:10:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-24 00:20:00,3.9,1478893,225894,80634,136578,194810,840977,11969.0,113230
2016-07-24 00:30:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 00:40:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 00:50:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:00:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:10:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:20:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:30:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:40:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 01:50:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:00:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:10:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:20:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:30:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:40:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 02:50:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 03:00:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 03:10:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113230
2016-07-24 03:20:00,3.9,1484475,226511,80896,137131,195668,844269,11969.0,113485
2016-07-24 03:30:00,3.9,1493930,227284,81211,137860,197090,850485,11969.0,113485
2016-07-24 03:40:00,3.9,1484475,226511,80896,137131,195668,844269,12242.0,113485
2016-07-24 03:50:00,3.9,1484475,226511,80896,137131,195668,844269,12242.0,113485
2016-07-24 04:00:00,3.9,1484475,226511,80896,137131,195668,844269,12242.0,113485
2016-07-24 04:10:00,3.9,1484475,226511,80896,137131,195668,844269,12242.0,113485
2016-07-24 04:20:00,3.9,1484475,226511,80896,137131,195668,844269,12242.0,113485
2016-07-24 04:30:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 04:40:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 04:50:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:00:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:10:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:20:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:30:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:40:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 05:50:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:00:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:10:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:20:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:30:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:40:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 06:50:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:00:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:10:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:20:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:30:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:40:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 07:50:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 08:00:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 08:10:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 08:20:00,3.9,1499762,227730,81382,138163,197966,854521,12242.0,113485
2016-07-24 08:30:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 08:40:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 08:50:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:00:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:10:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:20:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:30:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:40:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 09:50:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:00:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:10:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:20:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:30:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:40:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 10:50:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113752
2016-07-24 11:00:00,3.9,1521851,229869,82097,139673,201120,869092,12242.0,113485
2016-07-24 11:10:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 11:20:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 11:30:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 11:40:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 11:50:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 12:00:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 12:10:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 12:20:00,3.9,1521851,229869,82097,139673,201120,869092,12531.0,113752
2016-07-24 12:30:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 12:40:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 12:50:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:00:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:10:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:20:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:30:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:40:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 13:50:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:00:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:10:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:20:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:30:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:40:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 14:50:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,114078
2016-07-24 15:00:00,3.9,1537958,231686,82695,141018,203436,879123,12531.0,113752
2016-07-24 15:10:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 15:20:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 15:30:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 15:40:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 15:50:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 16:00:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 16:10:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 16:20:00,3.9,1537958,231686,82695,141018,203436,879123,12883.0,114078
2016-07-24 16:30:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 16:40:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 16:50:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:00:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:10:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:20:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:30:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:40:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 17:50:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:00:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:10:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:20:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:30:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:40:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 18:50:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 19:00:00,3.9,1553903,233353,83244,142343,205719,889244,12883.0,114078
2016-07-24 19:10:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 19:20:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 19:30:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 19:40:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 19:50:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 20:00:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 20:10:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 20:20:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 20:30:00,3.9,1553903,233353,83244,142343,205719,889244,13274.0,114433
2016-07-24 20:40:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 20:50:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:00:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:10:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:20:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:30:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:40:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 21:50:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:00:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:10:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:20:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:30:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:40:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 22:50:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 23:00:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114433
2016-07-24 23:10:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114433
2016-07-24 23:20:00,3.9,1563182,234229,83619,143119,207168,895047,13274.0,114769
2016-07-24 23:30:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-24 23:40:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-24 23:50:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-25 00:00:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-25 00:10:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-25 00:20:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-25 00:30:00,3.9,1563182,234229,83619,143119,207168,895047,13633.0,114769
2016-07-25 00:40:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 00:50:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:00:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:10:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:20:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:30:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:40:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 01:50:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:00:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:10:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:20:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:30:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:40:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 02:50:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:00:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:10:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:20:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:30:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:40:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 03:50:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 04:00:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 04:10:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 04:20:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 04:30:00,3.9,1569172,234818,83803,143639,208076,898836,13633.0,114769
2016-07-25 04:40:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 04:50:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:00:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:10:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:20:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:30:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:40:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 05:50:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:00:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:10:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:20:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:30:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:40:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 06:50:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 07:00:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 07:10:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 07:20:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,114769
2016-07-25 07:30:00,3.9,1579179,236003,84271,144431,209558,904916,13633.0,114769
2016-07-25 07:40:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 07:50:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 08:00:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 08:10:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 08:20:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 08:30:00,3.9,1579179,236003,84271,144431,209558,904916,14094.0,115188
2016-07-25 08:40:00,3.9,1592729,237720,84898,145570,211474,913067,14094.0,115188
2016-07-25 08:50:00,3.9,1592729,237720,84898,145570,211474,913067,14094.0,115188
